Team A,Team B,Winner,Victory,Victory Turn,Map played,Map ban1,Map ban2,Map ban3,Map ban4,Map ban5,Map ban6,Ban1,Ban2,Ban3,Ban4,Ban5,Ban6,Ban7,Ban8,Ban9,Ban10,Ban11,Ban12,Ban13,Ban14,PickA1,PickB1,PickA2,PickB2,PickA3,PickB3,PickA4,PickB4,PlayerA1,PlayerB1,PlayerA2,PlayerB2,PlayerA3,PlayerB3,PlayerA4,PlayerB4,Date,Division
1267906166072021195,1191073219399139348,1267906166072021195,CC,79,rich highlands,lakes,seven seas,primordial,tilted axis,inland sea,pangaea standard,lautaro,menelik ii,trajan,harald varangian,kupe,genghis khan,jadwiga,philip ii,ambiorix,basil ii,simon bolivar,poundmaker,montezuma,victoria age of steam,catherine de medici (black queen),kublai khan (mongolia),hammurabi,shaka,alexander,elizabeth i,cyrus,gilgamesh,456226577798135808,273573993972236290,529143150732640266,266184659363168256,731217157655887963,219573787492876288,223937610882482187,277440755914506240,12/03/25,2
848663783487307816,1136784799294566424,848663783487307816,CC,105,seven seas,primordial,inland sea,rich highlands,pangaea standard,lakes,tilted axis,catherine de medici (black queen),menelik ii,genghis khan,harald hardrada,kublai khan (mongolia),alexander,lautaro,kupe,julius caesar,tomyris,simon bolivar,trajan,dido,gilgamesh,philip ii,hojo tokimune sub par,basil ii,wu zetian,harald varangian,nader shah,montezuma,elizabeth i,311143568049831937,286582615681662976,293847512488607744,197330527202574336,229584957293461504,442662323157598209,595317841235017728,690272251953676620,12/03/25,2
848663783487307816,1000707400430534666,848663783487307816,CC,85,pangaea standard,inland sea,primordial,seven seas,rich highlands,lakes,tilted axis,julius caesar,alexander,tomyris,genghis khan,wu zetian,catherine de medici (black queen),shaka,lautaro,kupe,kublai khan (mongolia),ambiorix,montezuma,matthias corvinus,menelik ii,simon bolivar,ba trieu,gilgamesh,trajan,basil ii,nader shah,philip ii,saladin (vizier),293847512488607744,370479602994380801,260487700547633152,143121285054988289,311143568049831937,318836707866968065,595317841235017728,382491852034801665,12/03/25,2
1267906166072021195,1185300521796501645,1185300521796501645,Scientific,117,tilted axis,,,,,,,,,,,,,,,,,,,,,,,joao iii,wu zetian,alexander,kublai khan (mongolia),theodora,hojo tokimune,UNKNOWN,UNKNOWN,223937610882482187,196025995998789632,731217157655887963,236518317886668800,529143150732640266,240520630728916992,13/03/25,2
1055473395992641546,945399417803014204,945399417803014204,CC,76,seven seas,lakes,rich highlands,pangaea standard,tilted axis,inland sea,primordial,harald varangian,genghis khan,lautaro,harald hardrada,alexander,philip ii,tomyris,gilgamesh,julius caesar,gitarja,simon bolivar,eleanor of aquitaine (england),shaka,tokugawa,kupe,catherine de medici (black queen),wu zetian,kublai khan (mongolia),elizabeth i,trajan,nader shah,victoria,390180742014959628,186159844678565888,238306524173303820,295235655645134848,778076813817413653,203166986727849997,255668167387381760,154592303036628994,13/03/25,2
1053250053235539988,1267906166072021195,1267906166072021195,CC,72,lakes,inland sea,tilted axis,rich highlands,primordial,seven seas,pangaea standard,gilgamesh,kupe,menelik ii,philip ii,tomyris,genghis khan,alexander,lautaro,theodora,catherine de medici (black queen),trajan,cleopatra (egyptian),montezuma,suleiman (kanuni),shaka,kublai khan (mongolia),wu zetian,basil ii,nader shah,hammurabi,cyrus,hojo tokimune,250006814391795714,293593676947390467,477581564562243594,529143150732640266,397063934525571082,369051583608127488,289082786659434496,456226577798135808,13/03/25,2
945399417803014204,1191073219399139348,1191073219399139348,CC,101,lakes,rich highlands,primordial,seven seas,pangaea standard,tilted axis,inland sea,ambiorix,genghis khan,kupe,catherine de medici (black queen),philip ii,lautaro,pologne,menelik ii,gilgamesh,saladin (vizier),matthias corvinus,tokugawa,montezuma,harald varangian,shaka,trajan,simon bolivar,kublai khan (mongolia),alexander,eleanor of aquitaine (england),elizabeth,tomyris,191964345956171776,151039102005936128,376391932705767424,409504762338213888,186159844678565888,219573787492876288,218175524390830092,266184659363168256,15/03/25,2
1000707400430534666,1185300521796501645,1185300521796501645,CC,105,seven seas,tilted axis,lakes,primordial,pangaea standard,rich highlands,inland sea,lautaro,saladin (vizier),catherine de medici (black queen),harald hardrada,tomyris,genghis khan,kupe,philip ii,alexander,basil ii,tamar,matthias corvinus,montezuma,harald varangian,julius caesar,trajan,elizabeth i,kublai khan (mongolia),poundmaker,simon bolivar,nader shah,wilhelmina,382491852034801665,398214697817473025,370479602994380801,236518317886668800,143121285054988289,240520630728916992,318836707866968065,260510555373043713,15/03/25,2
1055473395992641546,1053250053235539988,1055473395992641546,Scientific,126,rich highlands,tilted axis,seven seas,inland sea,pangaea standard,primordial,lakes,catherine de medici (black queen),genghis khan,kublai khan (mongolia),kupe,ambiorix,lautaro,tomyris,menelik ii,shaka,philip ii,seondeok,trajan,saladin (vizier),tokugawa,poundmaker,simon bolivar,jadwiga,tamar,harald varangian,montezuma,suleiman (kanuni),lady six sky,311495473766858753,250006814391795714,778076813817413653,130032783476129792,390180742014959628,397063934525571082,255668167387381760,594500237570080770,15/03/25,2
1136784799294566424,945399417803014204,1136784799294566424,CC,71,rich highlands,pangaea standard,tilted axis,inland sea,primordial,seven seas,lakes,philip ii,genghis khan,kublai khan (mongolia),lautaro,shaka,kupe,montezuma,menelik ii,tokugawa,ambiorix,basil ii,trajan,harald varangian,nader shah,catherine de medici (black queen),saladin (vizier),poundmaker,simon bolivar,alexander,eleanor of aquitaine (england),mansa musa,hammurabi,197330527202574336,218175524390830092,557264585980248094,376391932705767424,164908102573883392,203166986727849997,442662323157598209,191964345956171776,15/03/25,2
1191073219399139348,848663783487307816,1191073219399139348,CC,81,seven seas,rich highlands,lakes,pangaea standard,inland sea,primordial,tilted axis,harald varangian,harald hardrada,lautaro,genghis khan,philip ii,kupe,basil ii,julius caesar,catherine de medici (black queen),tomyris,hammurabi,simon bolivar,montezuma,alexander,kublai khan (mongolia),gilgamesh,elizabeth i,trajan,yongle,cleopatra (ptolemaic),matthias corvinus,dido,266184659363168256,260487700547633152,219573787492876288,229584957293461504,420018970457014282,293847512488607744,409504762338213888,311143568049831937,18/03/25,2
1267906166072021195,1055473395992641546,1267906166072021195,CC,56,pangaea standard,tilted axis,rich highlands,inland sea,lakes,seven seas,primordial,cleopatra (ptolemaic),genghis khan,lautaro,julius caesar,catherine de medici (black queen),ambiorix,wu zetian,menelik ii,shaka,alexander,jadwiga,kublai khan (mongolia),simon bolivar,kupe,philip ii,basil ii,gilgamesh,tomyris,theodora,trajan,gandhi,poundmaker,1277037182636523563,138691758035828736,731217157655887963,778076813817413653,529143150732640266,1105560465997828158,369051583608127488,255668167387381760,19/03/25,2
1191073219399139348,1234806560585154653,1191073219399139348,CC,49,inland sea,seven seas,pangaea standard,tilted axis,rich highlands,primordial,lakes,simon bolivar,harald hardrada,cleopatra (ptolemaic),gitarja,lautaro,genghis khan,tomyris,catherine de medici (black queen),julius caesar,philip ii,lady six sky,eleanor of aquitaine (england),trajan,victoria age of steam,elizabeth i,kupe,victoria,gilgamesh,wu zetian,poundmaker,wilhelmina,shaka,266184659363168256,526714611333070861,143812731764473856,492691295471403010,866240124857745418,239779580833955842,409504762338213888,776524547692298292,19/03/25,2
848663783487307816,1053250053235539988,848663783487307816,CC,90,pangaea standard,lakes,rich highlands,tilted axis,seven seas,inland sea,primordial,genghis khan,alexander,gilgamesh,lautaro,shaka,tomyris,julius caesar,catherine de medici (black queen),kublai khan (mongolia),basil ii,matthias corvinus,trajan,ambiorix,tamar,cleopatra (ptolemaic),wu zetian,kupe,simon bolivar,nader shah,montezuma,philip ii,menelik ii,219516470357393409,476001992909651989,311143568049831937,250006814391795714,293847512488607744,594500237570080770,595317841235017728,130032783476129792,19/03/25,2
1136784799294566424,1055473395992641546,1136784799294566424,CC,67,rich highlands,pangaea standard,tilted axis,inland sea,primordial,seven seas,lakes,shaka,genghis khan,montezuma,menelik ii,alexander,lautaro,philip ii,catherine de medici (black queen),tomyris,ambiorix,eleanor of aquitaine (england),wu zetian,elizabeth i,jadwiga,kublai khan (mongolia),poundmaker,simon bolivar,trajan,victoria age of steam,kupe,hojo tokimune,basil ii,197330527202574336,311495473766858753,164908102573883392,255668167387381760,690272251953676620,390180742014959628,286582615681662976,778076813817413653,20/03/25,2
945399417803014204,1000707400430534666,945399417803014204,CC,119,tilted axis,pangaea standard,rich highlands,seven seas,lakes,primordial,inland sea,hojo tokimune,kupe,julius caesar,philip ii,joao iii,harald hardrada,kublai khan (mongolia),gitarja,catherine de medici (black queen),genghis khan,dido,elizabeth i,tokugawa,eleanor of aquitaine (england),lautaro,tomyris,cleopatra (ptolemaic),alexander,victoria age of steam,victoria,trajan,wilhelmina,295235655645134848,318836707866968065,191964345956171776,382491852034801665,154592303036628994,370479602994380801,186159844678565888,143121285054988289,21/03/25,2
1185300521796501645,1136784799294566424,1185300521796501645,CC,98,rich highlands,lakes,pangaea standard,inland sea,seven seas,primordial,tilted axis,catherine de medici (black queen),genghis khan,shaka,simon bolivar,tomyris,menelik ii,kublai khan (mongolia),alexander,lautaro,philip ii,basil ii,wu zetian,harald varangian,cleopatra (ptolemaic),kupe,montezuma,poundmaker,trajan,cyrus,nader shah,matthias corvinus,tamar,240520630728916992,160847431548796930,398214697817473025,286582615681662976,293827574554034179,197330527202574336,260510555373043713,164908102573883392,22/03/25,2
1053250053235539988,1185300521796501645,1185300521796501645,CC,96,lakes,rich highlands,primordial,tilted axis,pangaea standard,seven seas,inland sea,kublai khan (mongolia),genghis khan,gilgamesh,cleopatra (ptolemaic),philip ii,lautaro,julius caesar,menelik ii,alexander,catherine de medici (black queen),montezuma,ambiorix,simon bolivar,harald varangian,shaka,tomyris,kupe,trajan,lady six sky,ludwig ii,hammurabi,matthias corvinus,250006814391795714,214525644845875202,477581564562243594,240520630728916992,594500237570080770,398214697817473025,397063934525571082,260510555373043713,23/03/25,2
1234806560585154653,945399417803014204,1234806560585154653,Diplomatic,117,tilted axis,inland sea,rich highlands,pangaea standard,lakes,primordial,seven seas,lautaro,genghis khan,catherine de medici (black queen),harald hardrada,tomyris,philip ii,julius caesar,cleopatra (ptolemaic),gitarja,gilgamesh,harald varangian,joao iii,eleanor of aquitaine (england),trajan,kupe,kublai khan (mongolia),wu zetian,elizabeth i,victoria,basil ii,jadwiga,tokugawa,264758051737698304,295235655645134848,262244450040807424,154592303036628994,239779580833955842,218175524390830092,163729825331150849,186159844678565888,24/03/25,2
1053250053235539988,1000707400430534666,1000707400430534666,CC,72,pangaea standard,primordial,lakes,tilted axis,rich highlands,seven seas,inland sea,alexander,genghis khan,lautaro,catherine de medici (black queen),kublai khan (mongolia),julius caesar,basil ii,wu zetian,tomyris,ambiorix,simon bolivar,philip ii,tamar,trajan,(ptolemaic),ba trieu,kupe,shaka,menelik ii,poundmaker,nader shah,matthias corvinus,477581564562243594,370479602994380801,476001992909651989,382491852034801665,130032783476129792,143121285054988289,594500237570080770,318836707866968065,25/03/25,2
1185300521796501645,848663783487307816,1185300521796501645,CC,70,tilted axis,rich highlands,seven seas,lakes,primordial,inland sea,pangaea standard,tomyris,harald hardrada,kupe,philip ii,catherine de medici (black queen),julius caesar,joao iii,basil ii,lautaro,timeout,kublai khan (mongolia),gitarja,pedro ii,harald varangian,cleopatra (ptolemaic),gilgamesh,elizabeth i,wu zetian,victoria age of steam,dido,trajan,victoria,196025995998789632,260487700547633152,240520630728916992,219516470357393409,398214697817473025,595317841235017728,260510555373043713,229584957293461504,26/03/25,2
1055473395992641546,1234806560585154653,1055473395992641546,Cultural,93,rich highlands,tilted axis,pangaea standard,inland sea,seven seas,primordial,lakes,catherine de medici (black queen),menelik ii,kublai khan (mongolia),genghis khan,simon bolivar,shaka,poundmaker,lautaro,ambiorix,basil ii,harald varangian,jadwiga,seondeok,tomyris,gilgamesh,philip ii,trajan,kupe,eleanor of aquitaine (france),saladin (vizier),tamar,hammurabi,138691758035828736,264758051737698304,778076813817413653,776524547692298292,390180742014959628,163729825331150849,311495473766858753,492691295471403010,26/03/25,2
1136784799294566424,1267906166072021195,1267906166072021195,CC,59,rich highlands,pangaea standard,tilted axis,lakes,primordial,inland sea,seven seas,alexander,lautaro,simon bolivar,menelik ii,shaka,philip ii,catherine de medici (black queen),genghis khan,kublai khan (mongolia),ambiorix,eleanor of aquitaine (england),harald varangian,tomyris,julius caesar,montezuma,basil ii,trajan,kupe,robert the bruce,poundmaker,matthias corvinus,wilfrid laurier,557264585980248094,529143150732640266,394256821810102283,369051583608127488,160847431548796930,223937610882482187,164908102573883392,731217157655887963,27/03/25,2
1000707400430534666,1191073219399139348,1000707400430534666,CC,98,tilted axis,rich highlands,pangaea standard,lakes,primordial,inland sea,seven seas,lautaro,harald hardrada,kublai khan (mongolia),philip ii,tomyris,julius caesar,catherine de medici (black queen),genghis khan,elizabeth i,gitarja,victoria age of steam,cleopatra (ptolemaic),harald varangian,alexander,basil ii,victoria,dido,eleanor of aquitaine (england),wilhelmina,wu zetian,gilgamesh,yongle,382491852034801665,409504762338213888,370479602994380801,219573787492876288,318836707866968065,866240124857745418,143121285054988289,420018970457014282,30/03/25,2
945399417803014204,1267906166072021195,1267906166072021195,CC,108,seven seas,tilted axis,inland sea,primordial,lakes,pangaea standard,rich highlands,catherine de medici (black queen),harald hardrada,kublai khan (mongolia),genghis khan,alexander,lautaro,kupe,tomyris,basil ii,julius caesar,cleopatra (ptolemaic),elizabeth i,wu zetian,gitarja,philip ii,gilgamesh,trajan,harald varangian,montezuma,simon bolivar,theodora,dido,154592303036628994,1277037182636523563,186159844678565888,529143150732640266,191964345956171776,731217157655887963,218175524390830092,369051583608127488,30/03/25,2
1000707400430534666,1234806560585154653,1234806560585154653,CC,70,lakes,seven seas,tilted axis,rich highlands,primordial,inland sea,pangaea standard,lautaro,genghis khan,kublai khan (mongolia),alexander,tomyris,catherine de medici (black queen),philip ii,shaka,trajan,cleopatra (ptolemaic),tamar,jadwiga,montezuma,harald varangian,basil ii,kupe,wu zetian,simon bolivar,matthias corvinus,ambiorix,eleanor of aquitaine (england),nader shah,382491852034801665,776524547692298292,188737964426264576,492691295471403010,318836707866968065,264758051737698304,370479602994380801,163729825331150849,02/04/25,2
1191073219399139348,1136784799294566424,1191073219399139348,CC,69,rich highlands,seven seas,primordial,pangaea standard,tilted axis,inland sea,lakes,basil,genghis khan,simon bolivar,catherine de medici (black queen),philip ii,lautaro,shaka,kublai khan (mongolia),menelik ii,wu zetian,montezuma,poundmaker,nader shah,kupe,trajan,tomyris,harald varangian,alexander,elizabeth i,eleanor of aquitaine (england),cyrus,victoria age of steam,266184659363168256,197330527202574336,143812731764473856,164908102573883392,219573787492876288,286582615681662976,866240124857745418,690272251953676620,02/04/25,2
1053250053235539988,945399417803014204,945399417803014204,Diplomatic,115,lakes,inland sea,pangaea standard,rich highlands,primordial,seven seas,tilted axis,lautaro,genghis khan,philip ii,cleopatra (ptolemaic),tomyris,catherine de medici (black queen),kupe,gilgamesh,shaka,alexander,hammurabi,jadwiga,matthias corvinus,harald varangian,menelik ii,trajan,kublai khan (mongolia),simon bolivar,montezuma,eleanor of aquitaine (england),lady six sky,saladin (vizier),130032783476129792,203166986727849997,250006814391795714,154592303036628994,289082786659434496,186159844678565888,594500237570080770,218175524390830092,02/04/25,2
1234806560585154653,1267906166072021195,1267906166072021195,CC,56,tilted axis,pangaea standard,primordial,rich highlands,lakes,seven seas,inland sea,catherine de medici (black queen),philip ii,alexander,harald hardrada,lautaro,tomyris,julius caesar,genghis khan,kublai khan (mongolia),gitarja,victoria,cleopatra (ptolemaic),gilgamesh,joao iii,harald varangian,elizabeth i,wu zetian,kupe,eleanor of aquitaine (england),trajan,dido,cyrus,239779580833955842,1277037182636523563,776524547692298292,529143150732640266,526714611333070861,731217157655887963,163729825331150849,223937610882482187,04/04/25,2
1055473395992641546,848663783487307816,848663783487307816,CC,62,rich highlands,primordial,inland sea,seven seas,lakes,pangaea standard,tilted axis,ambiorix,genghis khan,catherine de medici (black queen),menelik ii,kublai khan (mongolia),lautaro,simon bolivar,poundmaker,shaka,trajan,tamar,hammurabi,basil ii,harald varangian,philip ii,kupe,alexander,tomyris,kristina,montezuma,gilgamesh,hojo tokimune,311495473766858753,229584957293461504,266166044262006784,595317841235017728,390180742014959628,260487700547633152,138691758035828736,311143568049831937,04/04/25,2
1185300521796501645,1191073219399139348,1191073219399139348,CC,119,seven seas,inland sea,tilted axis,lakes,primordial,rich highlands,pangaea standard,gilgamesh,basil ii,catherine de medici (black queen),genghis khan,trajan,harald hardrada,shaka,lautaro,kublai khan (mongolia),julius caesar,matthias corvinus,jadwiga,theodora,montezuma,cleopatra (ptolemaic),tomyris,philip ii,hammurabi,kupe,eleanor of aquitaine (england),simon bolivar,cyrus,196025995998789632,266184659363168256,260510555373043713,420018970457014282,240520630728916992,151039102005936128,398214697817473025,277440755914506240,05/04/25,2
1053250053235539988,1136784799294566424,1136784799294566424,CC,72,lakes,tilted axis,pangaea standard,rich highlands,primordial,seven seas,inland sea,philip ii,genghis khan,kublai khan (mongolia),alexander,trajan,julius caesar,basil ii,catherine de medici (black queen),lautaro,wu zetian,matthias corvinus,kupe,cleopatra (ptolemaic),harald varangian,menelik ii,gilgamesh,shaka,tomyris,eleanor of aquitaine (england),nader shah,hammurabi,peter,594500237570080770,442662323157598209,250006814391795714,164908102573883392,477581564562243594,394256821810102283,289082786659434496,557264585980248094,06/04/25,2
1185300521796501645,1055473395992641546,1185300521796501645,CC,97,pangaea standard,lakes,primordial,seven seas,tilted axis,inland sea,rich highlands,catherine de medici (black queen),genghis khan,shaka,julius caesar,tomyris,alexander,montezuma,kublai khan (mongolia),wu zetian,lautaro,matthias corvinus,simon bolivar,menelik ii,hammurabi,cleopatra (ptolemaic),basil ii,trajan,philip ii,kupe,gandhi,nader shah,theodora,236518317886668800,390180742014959628,214525644845875202,255668167387381760,260510555373043713,311495473766858753,240520630728916992,138691758035828736,06/04/25,2
848663783487307816,945399417803014204,848663783487307816,Scientific,125,lakes,inland sea,tilted axis,rich highlands,primordial,seven seas,pangaea standard,julius caesar,lautaro,montezuma,genghis khan,philip ii,cleopatra (ptolemaic),catherine de medici (black queen),ambiorix,gilgamesh,kupe,menelik ii,jadwiga,alexander,saladin (vizier),tomyris,kublai khan (mongolia),simon bolivar,shaka,harald varangian,trajan,hammurabi,tamar,219516470357393409,295235655645134848,553299007816990752,191964345956171776,229584957293461504,203166986727849997,260487700547633152,218175524390830092,07/04/25,2
1267906166072021195,1000707400430534666,1267906166072021195,CC,53,tilted axis,inland sea,lakes,primordial,rich highlands,pangaea standard,seven seas,kupe,harald hardrada,julius caesar,genghis khan,tomyris,cleopatra (ptolemaic),joao iii,catherine de medici (black queen),philip ii,basil ii,kublai khan (mongolia),harald varangian,wu zetian,dido,gitarja,elizabeth i,victoria,lautaro,trajan,gilgamesh,cyrus,eleanor of aquitaine (england),1277037182636523563,318836707866968065,529143150732640266,382491852034801665,731217157655887963,167346966706126848,223937610882482187,370479602994380801,08/04/25,2
1191073219399139348,1053250053235539988,1191073219399139348,CC,59,tilted axis,lakes,rich highlands,pangaea standard,seven seas,primordial,inland sea,gitarja,alexander,julius caesar,genghis khan,basil ii,tomyris,lautaro,harald hardrada,wu zetian,kublai khan (mongolia),dido,theodora,joao iii,trajan,catherine de medici (black queen),kupe,elizabeth i,philip ii,victoria,wilhelmina,yongle,suleiman (kanuni),273573993972236290,219516470357393409,266184659363168256,130032783476129792,409504762338213888,250006814391795714,420018970457014282,397063934525571082,09/04/25,2
1136784799294566424,1234806560585154653,1136784799294566424,CC,100,rich highlands,tilted axis,pangaea standard,primordial,seven seas,inland sea,lakes,philip ii,menelik ii,montezuma,lautaro,kupe,genghis khan,simon bolivar,catherine de medici (black queen),shaka,kublai khan (mongolia),alexander,wu zetian,seondeok,saladin (vizier),trajan,poundmaker,tomyris,harald varangian,eleanor of aquitaine (england),hammurabi,ambiorix,robert the bruce,164908102573883392,163729825331150849,197330527202574336,239779580833955842,442662323157598209,492691295471403010,557264585980248094,264758051737698304,09/04/25,2
1000707400430534666,1055473395992641546,1000707400430534666,CC,94,lakes,rich highlands,tilted axis,pangaea standard,primordial,inland sea,seven seas,lautaro,genghis khan,basil ii,alexander,catherine de medici (black queen),julius caesar,simon bolivar,kublai khan (mongolia),cleopatra (ptolemaic),tomyris,hammurabi,theodora,harald varangian,jadwiga,shaka,philip ii,gilgamesh,menelik ii,eleanor of aquitaine (england),lady six sky,nader shah,qin (unifier),382491852034801665,255668167387381760,143121285054988289,311495473766858753,370479602994380801,390180742014959628,318836707866968065,778076813817413653,10/04/25,2
945399417803014204,1185300521796501645,1185300521796501645,CC,72,lakes,pangaea standard,primordial,tilted axis,seven seas,inland sea,rich highlands,catherine de medici (black queen),menelik ii,simon bolivar,genghis khan,kublai khan (mongolia),lautaro,wu zetian,cleopatra (ptolemaic),alexander,basil ii,montezuma,trajan,harald varangian,ludwig ii,gilgamesh,tomyris,shaka,philip ii,tamar,matthias corvinus,victoria age of steam,julius caesar,191964345956171776,196025995998789632,154592303036628994,293827574554034179,218175524390830092,398214697817473025,203166986727849997,214525644845875202,11/04/25,2
848663783487307816,1267906166072021195,1267906166072021195,Cultural,121,tilted axis,lakes,inland sea,pangaea standard,primordial,seven seas,rich highlands,basil ii,philip ii,theodora,tomyris,julius caesar,cleopatra (ptolemaic),kupe,harald hardrada,hojo tokimune,gilgamesh,harald varangian,trajan,kublai khan (mongolia),catherine de medici (black queen),gitarja,joao iii,victoria age of steam,victoria,nader shah,alexander,hammurabi,jadwiga,311143568049831937,223937610882482187,595317841235017728,1277037182636523563,260487700547633152,731217157655887963,229584957293461504,529143150732640266,14/04/25,2
1000707400430534666,1136784799294566424,1136784799294566424,CC,64,seven seas,rich highlands,primordial,lakes,tilted axis,inland sea,pangaea standard,lautaro,genghis khan,tomyris,julius caesar,catherine de medici (black queen),philip ii,kublai khan (mongolia),harald hardrada,cleopatra (ptolemaic),alexander,wu zetian,trajan,kupe,theodora,basil ii,simon bolivar,gilgamesh,hojo tokimune,dido,montezuma,tamar,hammurabi,382491852034801665,394256821810102283,143121285054988289,286582615681662976,370479602994380801,197330527202574336,167346966706126848,557264585980248094,15/04/25,2
1136784799294566424,1185300521796501645,1185300521796501645,CC,117,tilted axis,primordial,pangaea standard,seven seas,lakes,inland sea,rich highlands,catherine de medici (black queen),harald hardrada,wu zetian,basil ii,philip ii,genghis khan,julius caesar,lautaro,kublai khan (mongolia),joao iii,victoria,harald varangian,eleanor of aquitaine (england),ludwig ii,tomyris,cleopatra (ptolemaic),gitarja,elizabeth i,hojo tokimune,victoria age of steam,gilgamesh,hammurabi,197330527202574336,196025995998789632,164908102573883392,240520630728916992,690272251953676620,398214697817473025,557264585980248094,260510555373043713,17/04/25,2
945399417803014204,848663783487307816,945399417803014204,CC,73,pangaea standard,,,,,,,julius caesar,genghis khan,kublai khan (mongolia),alexander,simon bolivar,cleopatra (ptolemaic),ambiorix,tomyris,shaka,gilgamesh,matthias corvinus,kupe,hammurabi,montezuma,lautaro,catherine de medici (black queen),wu zetian,trajan,tokugawa,jadwiga,nader shah,cyrus,295235655645134848,553299007816990752,154592303036628994,260487700547633152,186159844678565888,311143568049831937,191964345956171776,229584957293461504,17/04/25,2
848663783487307816,945399417803014204,848663783487307816,CC,103,rich highlands,,,,,,,shaka,genghis khan,simon bolivar,lautaro,catherine de medici (black queen),menelik ii,tomyris,kupe,kublai khan (mongolia),philip ii,eleanor of aquitaine (england),trajan,harald varangian,tokugawa,poundmaker,saladin (vizier),hammurabi,victoria age of steam,ambiorix,alexander,elizabeth i,cyrus,260487700547633152,218175524390830092,229584957293461504,693853784140415057,311143568049831937,186159844678565888,595317841235017728,295235655645134848,20/04/25,2
945399417803014204,848663783487307816,848663783487307816,CC,60,inland sea,,,,,,,joao iii,cleopatra (ptolemaic),poundmaker,harald hardrada,gitarja,genghis khan,lady six sky,tomyris,gilgamesh,philip ii,harald varangian,hammurabi,wilhelmina,alexander,lautaro,simon bolivar,catherine de medici (black queen),john curtin,dido,kupe,victoria,nader shah,693853784140415057,219516470357393409,218175524390830092,595317841235017728,376391932705767424,229584957293461504,154592303036628994,260487700547633152,26/04/25,2
1185300521796501645,1136784799294566424,1185300521796501645,CC,73,rich highlands,pangaea standard,seven seas,inland sea,tilted axis,lakes,primordial,shaka,genghis khan,tomyris,kublai khan (mongolia),poundmaker,simon bolivar,basil ii,lautaro,alexander,menelik ii,nader shah,montezuma,harald varangian,hammurabi,philip ii,catherine de medici (black queen),cleopatra (ptolemaic),theodora,ludwig ii,trajan,kupe,eleanor of aquitaine (england),214525644845875202,394256821810102283,196025995998789632,557264585980248094,398214697817473025,160847431548796930,240520630728916992,164908102573883392,28/04/25,2
1267906166072021195,848663783487307816,848663783487307816,Military,129,rich highlands,,,,,,,poundmaker,menelik ii,simon bolivar,lautaro,kublai khan (mongolia),genghis khan,hammurabi,basil ii,philip ii,theodora,cyrus,trajan,nader shah,eleanor of aquitaine (england),kupe,shaka,alexander,harald varangian,tomyris,montezuma,suleiman (kanuni),catherine de medici (black queen),529143150732640266,311143568049831937,731217157655887963,229584957293461504,223937610882482187,260487700547633152,1277037182636523563,595317841235017728,03/05/25,2
1185300521796501645,1191073219399139348,1191073219399139348,CC,103,rich highlands,inland sea,lakes,pangaea standard,primordial,seven seas,tilted axis,shaka,basil ii,simon bolivar,philip ii,jadwiga,genghis khan,theodora,menelik ii,kublai khan (mongolia),lautaro,ambiorix,tomyris,poundmaker,eleanor of aquitaine (england),catherine de medici (black queen),trajan,victoria age of steam,ludwig ii,kupe,hammurabi,(sub) abraham lincoln,tokugawa,196025995998789632,266184659363168256,398214697817473025,151039102005936128,240520630728916992,277440755914506240,269120569335742464,219573787492876288,08/05/25,2
1185300521796501645,1191073219399139348,1191073219399139348,CC,53,pangaea standard,inland sea,rich highlands,0,0,0,0,shaka,basil ii,kublai khan (mongolia),julius caesar,tomyris,cleopatra (ptolemaic),catherine de medici (black queen),lautaro,alexander,genghis khan,kupe,simon bolivar,theodora,matthias corvinus,wu zetian,trajan,cyrus,nader shah,montezuma,jadwiga,hammurabi,gilgamesh,196025995998789632,409504762338213888,214525644845875202,273573993972236290,236518317886668800,151039102005936128,240520630728916992,277440755914506240,10/05/25,2
1267906166072021195,848663783487307816,1267906166072021195,CC,75,seven seas,inland sea,lakes,0,0,0,0,gilgamesh,basil ii,lautaro,harald hardrada,kublai khan (mongolia),julius caesar,cleopatra (ptolemaic),philip ii,genghis khan,kupe,theodora,cyrus,harald varangian,nader shah,tomyris,simon bolivar,wu zetian,alexander,trajan,hammurabi,tokugawa,eleanor of aquitaine (england),223937610882482187,527964826774011906,529143150732640266,219516470357393409,731217157655887963,260487700547633152,1277037182636523563,595317841235017728,10/05/25,2
848663783487307816,1267906166072021195,848663783487307816,Diplomatic,113,rich highland,inland sea,lakes,0,0,0,0,basil ii,menelik ii,shaka,genghis khan,kublai khan (mongolia),unknown,lautaro,simon bolivar,philip ii,harald varangian,poundmaker,montezuma,alexander,nader shah,kupe,trajan,ambiorix,hammurabi,eleanor of aquitaine (england),tokugawa,catherine de medici (black queen),qin (unifier),229584957293461504,223937610882482187,311143568049831937,731217157655887963,595317841235017728,1277037182636523563,260487700547633152,529143150732640266,15/05/25,2
1267906166072021195,1185300521796501645,1267906166072021195,CC,60,rich highlands,inland sea,lakes,pangaea standard,primordial,seven seas,tilted axis,shaka,genghis khan,poundmaker,lautaro,catherine de medici (black queen),basil ii,simon bolivar,menelik ii,kublai khan (mongolia),philip ii,harald varangian,hammurabi,theodora,kupe,trajan,ludwig ii,montezuma,tomyris,eleanor of aquitaine (england),gorgo,peter,nader shah,1277037182636523563,398214697817473025,731217157655887963,196025995998789632,293593676947390467,236518317886668800,529143150732640266,293827574554034179,19/05/25,2
